USER_COLUMN_INSTANCE_ID,EFFECTIVE_START_DATE,EFFECTIVE_END_DATE,USER_ROW_ID,USER_COLUMN_ID,ENTERPRISE_ID,LEGISLATIVE_DATA_GROUP_ID,LEGISLATION_CODE,VALUE,OBJECT_VERSION_NUMBER,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CREATED_BY,CREATION_DATE,MODULE_ID,SGUID,SEED_DATA_SOURCE,ORA_SEED_SET1,ORA_SEED_SET2
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,"120480 - Shanghai International Children Baby Maternity Industry Expo, Shanghai",1,2025-05-12T06:49:43.720+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,34EABAE644849C8FE0636490F20AB54D,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-05-12T06:49:43.109+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,TEST_PROJECT_001,1,2025-06-17T08:34:09.477+00:00,dennis.ck.kong@hk.pwc.com,362201B9BC026F7BE063049DF20A9E27,dennis.ck.kong@hk.pwc.com,2025-06-17T08:34:00.981+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,355633 - Shandong Week 2024,1,2025-05-12T06:51:30.898+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,34E95C6B176E91AAE063049DF20AA3EA,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-05-12T06:51:30.608+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,623702 - HK-France Business Council - Plenary Session,1,2025-05-12T06:52:03.581+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,34E95C6B176D91AAE063049DF20AA3EA,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-05-12T06:52:02.969+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,110637 - Other Support Service,1,2025-06-19T06:59:29.735+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E7C09B478AFBEEE063049DF20A899D,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T06:59:29.356+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,"115297 - FHA-HoReCa, Singapore",1,2025-06-19T06:59:15.260+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E7C09B478AFBEEE063049DF20A899D,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T06:59:14.902+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,550521 - Customer Research & Promotion,1,2025-06-19T06:59:19.861+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E776C6237AFE4BE063049DF20A07DE,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T06:59:19.541+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,536703 - GoGBA On-the-ground activities  (MCS),1,2025-06-19T06:59:15.544+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E741717D7DA665E063049DF20AEA94,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T06:59:15.131+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,350901 - Miscellaneous Promotional Activities,1,2025-06-19T06:59:19.004+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E59204B4977C07E0636490F20ACF86,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T06:59:18.603+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,"120169 - Fashion Hong Kong Pavilion at China International Fashion Fair (Spring), Shanghai",1,2025-06-19T06:59:15.661+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E59204B4977C07E0636490F20ACF86,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T06:59:15.349+00:00,,,,Y,Y
